isn,ssn,uid,publicering,kode,cvrNummer,periodeStart,periodeSlut,xbrlDokument,pdfDokument
494797,0,X-79B1CACD-20150219_154901_778,TIL,R,34892318,1-1-2014,31-12-2014,X-79B1CACD-20150219_154901_778.xml,
494798,0,X-9F21F28C-20150219_121619_853,TIL,R,34892202,1-1-2014,31-12-2014,X-9F21F28C-20150219_121619_853.xml,
494799,0,X-0E1CE7FD-20150218_215715_029,TIL,R,34887055,1-1-2014,31-12-2014,X-0E1CE7FD-20150218_215715_029.xml,
494800,0,X-22D964D8-20150218_153032_671,TIL,R,34884536,1-1-2014,31-12-2014,X-22D964D8-20150218_153032_671.xml,
494801,0,X-22D964D8-20150218_134332_610,TIL,R,34882835,1-1-2014,31-12-2014,X-22D964D8-20150218_134332_610.xml,
494802,0,X-8DE52526-20150219_175747_177,TIL,R,34882215,1-1-2014,31-12-2014,X-8DE52526-20150219_175747_177.xml,
494803,0,X-D58A6DB8-20150219_163817_506,TIL,R,34880174,1-9-2013,31-8-2014,X-D58A6DB8-20150219_163817_506.xml,
494804,0,X-B9C03205-20150218_124556_282,TIL,R,34802130,1-1-2014,31-12-2014,X-B9C03205-20150218_124556_282.xml,
494805,0,X-7DCBEB12-20150219_195806_737,TIL,R,34799687,1-1-2014,31-12-2014,X-7DCBEB12-20150219_195806_737.xml,
494806,0,X-F7691F47-20150220_160652_325,TIL,R,34740054,1-1-2014,31-12-2014,X-F7691F47-20150220_160652_325.xml,
494807,0,X-5B5DE111-20150220_120313_367,TIL,R,34738882,1-1-2014,31-12-2014,X-5B5DE111-20150220_120313_367.xml,
494808,0,X-A589F6A0-20150218_112408_264,TIL,R,34738653,1-1-2014,31-12-2014,X-A589F6A0-20150218_112408_264.xml,
494809,0,X-21948336-20150219_144724_000,TIL,R,34721505,1-10-2013,30-9-2014,X-21948336-20150219_144724_000.xml,
494810,0,X-F1174AC7-20150218_135922_143,TIL,R,34719829,1-10-2013,30-9-2014,X-F1174AC7-20150218_135922_143.xml,
494811,0,X-7CF97749-20150219_061348_087,TIL,R,34717451,1-10-2013,30-9-2014,X-7CF97749-20150219_061348_087.xml,
494812,0,X-6A01110C-20150220_090123_842,TIL,R,34717214,1-1-2014,31-12-2014,X-6A01110C-20150220_090123_842.xml,
494813,0,X-ACD8637E-20150220_104614_929,TIL,R,34712239,1-1-2014,31-12-2014,X-ACD8637E-20150220_104614_929.xml,
494814,0,X-417EF9B1-20150219_102524_501,TIL,R,34711496,1-10-2013,30-9-2014,X-417EF9B1-20150219_102524_501.xml,
494815,0,X-C2F713DD-20150218_212025_397,TIL,R,34709068,1-10-2013,30-9-2014,X-C2F713DD-20150218_212025_397.xml,
494816,0,X-C2F713DD-20150218_234501_220,TIL,R,34709025,1-10-2013,30-9-2014,X-C2F713DD-20150218_234501_220.xml,
494817,0,X-7CA1EC47-20150220_135812_365,TIL,R,34706573,1-10-2013,30-9-2014,X-7CA1EC47-20150220_135812_365.xml,
494818,0,X-7CA1EC47-20150220_135902_163,TIL,R,34706530,1-10-2013,30-9-2014,X-7CA1EC47-20150220_135902_163.xml,
494819,0,X-9B598AA2-20150220_115142_618,TIL,R,34704031,1-10-2013,30-9-2014,X-9B598AA2-20150220_115142_618.xml,
494820,0,X-5CE64D7B-20150218_164607_190,TIL,R,34701334,1-9-2013,31-8-2014,X-5CE64D7B-20150218_164607_190.xml,
494821,0,X-F7691F47-20150220_165152_120,TIL,R,34701067,1-1-2014,31-12-2014,X-F7691F47-20150220_165152_120.xml,
494822,0,X-F1742270-20150219_072526_584,TIL,R,34701016,1-1-2014,31-12-2014,X-F1742270-20150219_072526_584.xml,
494823,0,X-5CE64D7B-20150218_164818_537,TIL,R,34700753,1-9-2013,31-8-2014,X-5CE64D7B-20150218_164818_537.xml,
494824,0,X-5E084A8E-20150219_075851_209,TIL,R,34698821,1-10-2013,30-9-2014,X-5E084A8E-20150219_075851_209.xml,
494825,0,X-85D90FC0-20150219_115520_999,TIL,R,34696462,1-1-2014,31-12-2014,X-85D90FC0-20150219_115520_999.xml,
494826,0,X-85D90FC0-20150219_115305_855,TIL,R,34696357,1-1-2014,31-12-2014,X-85D90FC0-20150219_115305_855.xml,
494827,0,X-92389BBF-20150220_151631_974,TIL,R,34694710,1-10-2013,30-9-2014,X-92389BBF-20150220_151631_974.xml,
494828,0,X-1A511BBC-20150220_162214_395,TIL,R,34693919,1-9-2013,31-8-2014,X-1A511BBC-20150220_162214_395.xml,
494829,0,X-FC1FF317-20150219_083813_406,TIL,R,34693005,1-10-2013,30-9-2014,X-FC1FF317-20150219_083813_406.xml,
494830,0,X-6CA9C49B-20150220_164833_591,TIL,R,34691088,1-1-2014,31-12-2014,X-6CA9C49B-20150220_164833_591.xml,
494831,0,X-DC47E70C-20150219_075839_069,TIL,R,34688257,1-1-2014,31-12-2014,X-DC47E70C-20150219_075839_069.xml,
494832,0,X-7A35C450-20150220_133143_935,TIL,R,34628637,1-1-2014,31-12-2014,X-7A35C450-20150220_133143_935.xml,
494833,0,X-9AD073BD-20150219_123907_454,TIL,R,34624178,1-10-2013,30-9-2014,X-9AD073BD-20150219_123907_454.xml,
494834,0,X-94BB40B6-20150218_122027_640,TIL,R,34613958,1-1-2014,31-12-2014,X-94BB40B6-20150218_122027_640.xml,
494835,0,X-FED35D5C-20150220_135132_574,TIL,R,34608083,1-1-2014,31-12-2014,X-FED35D5C-20150220_135132_574.xml,
494836,0,X-5AF31B78-20150219_094439_995,TIL,R,34607788,1-1-2014,31-12-2014,X-5AF31B78-20150219_094439_995.xml,
494837,0,X-22D964D8-20150220_090707_779,TIL,R,34607389,1-12-2013,30-11-2014,X-22D964D8-20150220_090707_779.xml,
494838,0,X-2CD1D080-20150219_093436_733,TIL,R,34606722,1-10-2013,30-9-2014,X-2CD1D080-20150219_093436_733.xml,
494839,0,X-6E319185-20150219_115235_469,TIL,R,34606595,1-10-2013,30-9-2014,X-6E319185-20150219_115235_469.xml,
494840,0,X-881D0320-20150220_145511_682,TIL,R,34605548,1-10-2013,30-9-2014,X-881D0320-20150220_145511_682.xml,
494841,0,X-E09CD580-20150218_134741_464,TIL,R,34603073,1-1-2014,31-12-2014,X-E09CD580-20150218_134741_464.xml,
494842,0,X-5AF31B78-20150219_091453_339,TIL,R,34603014,1-1-2014,31-12-2014,X-5AF31B78-20150219_091453_339.xml,
494843,0,X-47132FCB-20150218_170713_503,TIL,R,34599629,1-1-2014,31-12-2014,X-47132FCB-20150218_170713_503.xml,
494844,0,X-847F7652-20150219_110833_458,TIL,R,34599076,1-10-2013,30-9-2014,X-847F7652-20150219_110833_458.xml,
494845,0,X-8DE52526-20150219_173545_735,TIL,R,34597901,1-1-2014,31-12-2014,X-8DE52526-20150219_173545_735.xml,
494846,0,X-CBBC4EBC-20150220_120053_115,TIL,R,34592837,1-10-2013,30-9-2014,X-CBBC4EBC-20150220_120053_115.xml,
494847,0,X-CBBC4EBC-20150220_123941_190,TIL,R,34592829,1-10-2013,30-9-2014,X-CBBC4EBC-20150220_123941_190.xml,
494848,0,X-F7691F47-20150219_164150_519,TIL,R,34576440,1-1-2014,31-12-2014,X-F7691F47-20150219_164150_519.xml,
494849,0,X-308D9A36-20150218_133424_996,TIL,R,34524114,1-10-2013,30-9-2014,X-308D9A36-20150218_133424_996.xml,
494850,0,X-2FAD7BC7-20150220_140842_403,TIL,R,34490694,1-10-2013,30-9-2014,X-2FAD7BC7-20150220_140842_403.xml,
494851,0,X-114C484A-20150218_115909_352,TIL,R,34487480,1-1-2014,31-12-2014,X-114C484A-20150218_115909_352.xml,
494852,0,X-73FBF2BC-20150220_140844_964,TIL,R,34484910,1-1-2014,31-12-2014,X-73FBF2BC-20150220_140844_964.xml,
494853,0,X-947570DC-20150218_115755_612,TIL,R,34484791,1-1-2014,31-12-2014,X-947570DC-20150218_115755_612.xml,
494854,0,X-DEEC2589-20150218_183248_211,TIL,R,34483795,1-1-2014,31-12-2014,X-DEEC2589-20150218_183248_211.xml,
494855,0,X-82C1625D-20150220_083838_000,TIL,R,34481962,1-10-2013,30-9-2014,X-82C1625D-20150220_083838_000.xml,
494856,0,X-82C1625D-20150220_103008_606,TIL,R,34481954,1-10-2013,30-9-2014,X-82C1625D-20150220_103008_606.xml,
494857,0,X-8683676B-20150220_145050_108,TIL,R,34480516,1-1-2014,31-12-2014,X-8683676B-20150220_145050_108.xml,
494858,0,X-8871D951-20150219_131527_653,TIL,R,34476713,1-1-2014,31-12-2014,X-8871D951-20150219_131527_653.xml,
494859,0,X-7E373ABD-20150219_161003_589,TIL,R,34472564,1-1-2014,31-12-2014,X-7E373ABD-20150219_161003_589.xml,
494860,0,X-997873F3-20150219_165324_210,TIL,R,34466866,1-1-2014,31-12-2014,X-997873F3-20150219_165324_210.xml,
494861,0,X-FB216C5A-20150220_095924_204,TIL,R,34466785,1-9-2013,31-8-2014,X-FB216C5A-20150220_095924_204.xml,
494862,0,X-FA721ED9-20150220_092220_195,TIL,R,34457484,1-1-2014,31-12-2014,X-FA721ED9-20150220_092220_195.xml,
494863,0,X-90FA6061-20150220_105347_001,TIL,R,34455228,1-10-2013,30-9-2014,X-90FA6061-20150220_105347_001.xml,
494864,0,X-602D9D8E-20150219_142736_312,TIL,R,34228043,1-1-2014,31-12-2014,X-602D9D8E-20150219_142736_312.xml,
494865,0,X-602D9D8E-20150220_080845_692,TIL,R,34226695,1-1-2014,31-12-2014,X-602D9D8E-20150220_080845_692.xml,
494866,0,X-11D00569-20150219_135212_641,TIL,R,34219117,1-1-2014,31-12-2014,X-11D00569-20150219_135212_641.xml,
494867,0,X-F3CD7113-20150220_120657_019,TIL,R,34213763,1-1-2014,31-12-2014,X-F3CD7113-20150220_120657_019.xml,
494868,0,X-6160E1BA-20150218_153340_470,TIL,R,34209081,1-10-2013,30-9-2014,X-6160E1BA-20150218_153340_470.xml,
494869,0,X-7BE6B3A0-20150219_081109_493,TIL,R,34204985,1-10-2013,30-9-2014,X-7BE6B3A0-20150219_081109_493.xml,
494870,0,X-8E41C169-20150219_091345_927,TIL,R,34202761,1-1-2014,31-12-2014,X-8E41C169-20150219_091345_927.xml,
494871,0,X-09BC4925-20150219_105435_136,TIL,R,34201358,1-1-2014,31-12-2014,X-09BC4925-20150219_105435_136.xml,
494872,0,X-7C89B921-20150220_115203_655,TIL,R,34085781,1-10-2013,30-9-2014,X-7C89B921-20150220_115203_655.xml,
494873,0,X-11D00569-20150219_120116_654,TIL,R,34085676,1-1-2014,31-12-2014,X-11D00569-20150219_120116_654.xml,
494874,0,X-11D00569-20150219_121751_221,TIL,R,34085625,1-1-2014,31-12-2014,X-11D00569-20150219_121751_221.xml,
494875,0,X-919161E4-20150218_143306_021,TIL,R,34077835,1-1-2014,31-12-2014,X-919161E4-20150218_143306_021.xml,
494876,0,X-200A2216-20150219_121847_479,TIL,R,34076693,1-10-2013,30-9-2014,X-200A2216-20150219_121847_479.xml,
494877,0,X-621CBDDD-20150220_095807_626,TIL,R,34073732,1-10-2013,30-9-2014,X-621CBDDD-20150220_095807_626.xml,
494878,0,X-C5BDA374-20150219_154009_909,TIL,R,34059713,1-10-2013,30-9-2014,X-C5BDA374-20150219_154009_909.xml,
494879,0,X-D4552E3A-20150220_195538_045,TIL,R,34057230,1-10-2013,30-9-2014,X-D4552E3A-20150220_195538_045.xml,
494880,0,X-309937F4-20150220_075948_348,TIL,R,34054479,1-10-2013,30-9-2014,X-309937F4-20150220_075948_348.xml,
494881,0,X-8B4FF915-20150219_152110_094,TIL,R,33970277,1-10-2013,30-9-2014,X-8B4FF915-20150219_152110_094.xml,
494882,0,X-BA1A5B1C-20150219_104211_727,TIL,R,33965052,1-1-2014,31-12-2014,X-BA1A5B1C-20150219_104211_727.xml,
494883,0,X-7E646833-20150219_222140_212,TIL,R,33950489,1-1-2014,31-12-2014,X-7E646833-20150219_222140_212.xml,
494884,0,X-7576C54E-20150218_165011_050,TIL,R,33883536,1-1-2014,31-12-2014,X-7576C54E-20150218_165011_050.xml,
494885,0,X-F7691F47-20150220_152155_531,TIL,R,33882394,1-10-2013,30-9-2014,X-F7691F47-20150220_152155_531.xml,
494886,0,X-122AF525-20150218_175217_498,TIL,R,33882297,1-1-2014,31-12-2014,X-122AF525-20150218_175217_498.xml,
494887,0,X-0D026CBF-20150220_113240_023,TIL,R,33878796,1-1-2014,31-12-2014,X-0D026CBF-20150220_113240_023.xml,
494888,0,X-0066D342-20150220_075545_191,TIL,R,33870078,1-1-2014,31-12-2014,X-0066D342-20150220_075545_191.xml,
494889,0,X-BE5502B9-20150219_162144_382,TIL,R,33869339,1-1-2014,31-12-2014,X-BE5502B9-20150219_162144_382.xml,
494890,0,X-803BAAD8-20150219_080804_127,TIL,R,33866399,1-10-2013,30-9-2014,X-803BAAD8-20150219_080804_127.xml,
494891,0,X-E7325388-20150219_123123_977,TIL,R,33863659,1-1-2014,31-12-2014,X-E7325388-20150219_123123_977.xml,
494892,0,X-7DCBEB12-20150218_182537_681,TIL,R,33863373,1-10-2013,30-9-2014,X-7DCBEB12-20150218_182537_681.xml,
494893,0,X-602D9D8E-20150220_080811_489,TIL,R,33863101,1-1-2014,31-12-2014,X-602D9D8E-20150220_080811_489.xml,
494894,0,X-F7691F47-20150218_182647_369,TIL,R,33859996,1-1-2014,31-12-2014,X-F7691F47-20150218_182647_369.xml,
494895,0,X-2118620F-20150220_142301_181,TIL,R,33859635,1-8-2013,31-7-2014,X-2118620F-20150220_142301_181.xml,
494896,0,X-7133441E-20150218_130532_656,TIL,R,33858345,1-10-2013,30-9-2014,X-7133441E-20150218_130532_656.xml,
494897,0,X-F7691F47-20150219_170649_380,TIL,R,33786557,1-10-2013,30-9-2014,X-F7691F47-20150219_170649_380.xml,
494898,0,X-F7691F47-20150219_164657_567,TIL,R,33786530,1-10-2013,30-9-2014,X-F7691F47-20150219_164657_567.xml,
494899,0,X-F7691F47-20150220_152652_071,TIL,R,33782713,1-10-2013,30-9-2014,X-F7691F47-20150220_152652_071.xml,
494900,0,X-F7691F47-20150220_153155_054,TIL,R,33780923,1-10-2013,30-9-2014,X-F7691F47-20150220_153155_054.xml,
494901,0,X-3B1FD466-20150219_140925_282,TIL,R,33777191,1-1-2014,31-12-2014,X-3B1FD466-20150219_140925_282.xml,
494902,0,X-BA1A5B1C-20150219_103957_751,TIL,R,33775407,1-1-2014,31-12-2014,X-BA1A5B1C-20150219_103957_751.xml,
494903,0,X-DEEC2589-20150218_220052_715,TIL,R,33771029,1-1-2014,31-12-2014,X-DEEC2589-20150218_220052_715.xml,
494904,0,X-FA4CD180-20150220_133441_690,TIL,R,33769601,1-10-2013,30-9-2014,X-FA4CD180-20150220_133441_690.xml,
494905,0,X-7207F774-20150219_163632_716,TIL,R,33764898,1-1-2014,31-12-2014,X-7207F774-20150219_163632_716.xml,
494906,0,X-7133441E-20150218_170838_264,TIL,R,33763441,1-11-2013,31-10-2014,X-7133441E-20150218_170838_264.xml,
494907,0,X-4EE1E208-20150220_084205_488,TIL,R,33756518,1-1-2014,31-12-2014,X-4EE1E208-20150220_084205_488.xml,
494908,0,X-85F350FC-20150220_132028_011,TIL,R,33747322,1-1-2014,31-12-2014,X-85F350FC-20150220_132028_011.xml,
494909,0,X-3C6451D4-20150219_094301_630,TIL,R,33747136,1-1-2014,31-12-2014,X-3C6451D4-20150219_094301_630.xml,
494910,0,X-F7691F47-20150219_124149_412,TIL,R,33746016,1-1-2014,31-12-2014,X-F7691F47-20150219_124149_412.xml,
494911,0,X-F7691F47-20150219_115650_931,TIL,R,33746008,1-1-2014,31-12-2014,X-F7691F47-20150219_115650_931.xml,
494912,0,X-F74FC6BF-20150219_150118_206,TIL,R,33745753,1-1-2014,31-12-2014,X-F74FC6BF-20150219_150118_206.xml,
494913,0,X-970E43F8-20150218_104443_704,TIL,R,33656319,1-10-2013,30-9-2014,X-970E43F8-20150218_104443_704.xml,
494914,0,X-023BF77D-20150220_084735_055,TIL,R,33649177,1-1-2014,31-12-2014,X-023BF77D-20150220_084735_055.xml,
494915,0,X-21948336-20150219_152356_646,TIL,R,33646186,1-10-2013,30-9-2014,X-21948336-20150219_152356_646.xml,
494916,0,X-3CAC884C-20150219_142911_020,TIL,R,33644892,1-10-2013,30-9-2014,X-3CAC884C-20150219_142911_020.xml,
494917,0,X-3CAC884C-20150219_142740_809,TIL,R,33644884,1-10-2013,30-9-2014,X-3CAC884C-20150219_142740_809.xml,
494918,0,X-7DCBEB12-20150219_183354_568,TIL,R,33643578,1-1-2014,31-12-2014,X-7DCBEB12-20150219_183354_568.xml,
494919,0,X-5F7E7363-20150218_131642_068,TIL,R,33642636,1-1-2014,31-12-2014,X-5F7E7363-20150218_131642_068.xml,
494920,0,X-DDF0032A-20150220_155815_741,TIL,R,33641303,1-10-2013,30-9-2014,X-DDF0032A-20150220_155815_741.xml,
494921,0,X-85F350FC-20150220_131230_839,TIL,R,33640269,1-1-2014,31-12-2014,X-85F350FC-20150220_131230_839.xml,
494922,0,X-4EE1E208-20150219_100716_399,TIL,R,33639929,1-1-2014,31-12-2014,X-4EE1E208-20150219_100716_399.xml,
494923,0,X-A26B0138-20150220_170647_782,TIL,R,33637969,1-10-2013,30-9-2014,X-A26B0138-20150220_170647_782.xml,
494924,0,X-69A3819B-20150220_130547_915,TIL,R,33637888,1-1-2014,31-12-2014,X-69A3819B-20150220_130547_915.xml,
494925,0,X-E262526E-20150219_095445_053,TIL,R,33597843,1-10-2013,30-9-2014,X-E262526E-20150219_095445_053.xml,
494926,0,X-5F7E7363-20150218_125655_101,TIL,R,33595352,1-1-2014,31-12-2014,X-5F7E7363-20150218_125655_101.xml,
494927,0,X-FC1FF317-20150219_084057_054,TIL,R,33595069,1-10-2013,30-9-2014,X-FC1FF317-20150219_084057_054.xml,
494928,0,X-79466CE2-20150220_132533_861,TIL,R,33589352,1-1-2014,31-12-2014,X-79466CE2-20150220_132533_861.xml,
494929,0,X-18B324CC-20150218_153329_789,TIL,R,33586213,1-10-2013,30-9-2014,X-18B324CC-20150218_153329_789.xml,
494930,0,X-4EE1E208-20150220_155447_758,TIL,R,33585675,1-10-2013,30-9-2014,X-4EE1E208-20150220_155447_758.xml,
494931,0,X-8F7016E2-20150220_142333_232,TIL,R,33585403,1-10-2013,30-9-2014,X-8F7016E2-20150220_142333_232.xml,
494932,0,X-3988B0D7-20150218_140758_960,TIL,R,33584644,1-1-2014,31-12-2014,X-3988B0D7-20150218_140758_960.xml,
494933,0,X-E75BD6F5-20150218_145010_092,TIL,R,33581602,1-1-2014,31-12-2014,X-E75BD6F5-20150218_145010_092.xml,
494934,0,X-E75BD6F5-20150218_145048_805,TIL,R,33581599,1-1-2014,31-12-2014,X-E75BD6F5-20150218_145048_805.xml,
494935,0,X-E75BD6F5-20150218_145729_361,TIL,R,33581564,1-1-2014,31-12-2014,X-E75BD6F5-20150218_145729_361.xml,
494936,0,X-E75BD6F5-20150218_145151_035,TIL,R,33581521,1-1-2014,31-12-2014,X-E75BD6F5-20150218_145151_035.xml,
494937,0,X-D9F5FDEA-20150218_111121_908,TIL,R,33577001,1-10-2013,30-9-2014,X-D9F5FDEA-20150218_111121_908.xml,
494938,0,X-96CDDCC9-20150218_151613_827,TIL,R,33509375,1-1-2014,31-12-2014,X-96CDDCC9-20150218_151613_827.xml,
494939,0,X-F7691F47-20150218_230147_422,TIL,R,33499728,1-10-2013,30-9-2014,X-F7691F47-20150218_230147_422.xml,
494940,0,X-F5D9EE32-20150220_074929_374,TIL,R,33494556,1-1-2014,31-12-2014,X-F5D9EE32-20150220_074929_374.xml,
494941,0,X-9F21F28C-20150219_125005_865,TIL,R,33384513,1-1-2014,31-12-2014,X-9F21F28C-20150219_125005_865.xml,
494942,0,X-E24CA308-20150220_084533_630,TIL,R,33381891,1-1-2014,31-12-2014,X-E24CA308-20150220_084533_630.xml,
494943,0,X-B0F982AA-20150220_152620_653,TIL,R,33381093,1-1-2014,31-12-2014,X-B0F982AA-20150220_152620_653.xml,
494944,0,X-EF920FE7-20150218_145244_508,TIL,R,33373678,1-10-2013,30-9-2014,X-EF920FE7-20150218_145244_508.xml,
494945,0,X-35ADCE9D-20150220_084552_202,TIL,R,33364520,1-1-2014,31-12-2014,X-35ADCE9D-20150220_084552_202.xml,
494946,0,X-02A98B79-20150218_130927_637,TIL,R,33361920,1-10-2013,30-9-2014,X-02A98B79-20150218_130927_637.xml,
494947,0,X-F04FA69A-20150218_130128_721,TIL,R,33360878,1-1-2014,31-12-2014,X-F04FA69A-20150218_130128_721.xml,
494948,0,X-E0696F43-20150220_092801_021,TIL,R,33357532,1-1-2014,31-12-2014,X-E0696F43-20150220_092801_021.xml,
494949,0,X-0258D1F9-20150220_152235_599,TIL,R,33265735,1-1-2014,31-12-2014,X-0258D1F9-20150220_152235_599.xml,
494950,0,X-500854C2-20150218_120756_387,TIL,R,33264070,1-1-2014,31-12-2014,X-500854C2-20150218_120756_387.xml,
494951,0,X-7133441E-20150218_131242_479,TIL,R,33258879,1-1-2014,31-12-2014,X-7133441E-20150218_131242_479.xml,
494952,0,X-17980564-20150218_112221_153,TIL,R,33250908,1-1-2014,31-12-2014,X-17980564-20150218_112221_153.xml,
494953,0,X-80764418-20150220_114121_561,TIL,R,33247001,1-10-2013,30-9-2014,X-80764418-20150220_114121_561.xml,
494954,0,X-6BD9F774-20150219_112237_418,TIL,R,33243340,1-1-2014,31-12-2014,X-6BD9F774-20150219_112237_418.xml,
494955,0,X-06673B78-20150219_160443_597,TIL,R,33242182,1-10-2013,30-9-2014,X-06673B78-20150219_160443_597.xml,
494956,0,X-9D6FABDE-20150218_111653_835,TIL,R,33239424,1-1-2014,31-12-2014,X-9D6FABDE-20150218_111653_835.xml,
494957,0,X-45BF8A79-20150219_114458_261,TIL,R,33163029,1-10-2013,30-9-2014,X-45BF8A79-20150219_114458_261.xml,
494958,0,X-21948336-20150219_145627_290,TIL,R,33150407,1-10-2013,30-9-2014,X-21948336-20150219_145627_290.xml,
494959,0,X-D0458934-20150219_103635_966,TIL,R,33084129,1-10-2013,30-9-2014,X-D0458934-20150219_103635_966.xml,
494960,0,X-3C909134-20150219_084151_919,TIL,R,33071620,1-10-2013,30-9-2014,X-3C909134-20150219_084151_919.xml,
494961,0,X-B3A100E4-20150219_163458_680,TIL,R,33070039,1-10-2013,30-9-2014,X-B3A100E4-20150219_163458_680.xml,
494962,0,X-A0B67093-20150218_160632_503,TIL,R,33069243,1-1-2014,31-12-2014,X-A0B67093-20150218_160632_503.xml,
494963,0,X-A0B67093-20150218_160730_640,TIL,R,33067593,1-1-2014,31-12-2014,X-A0B67093-20150218_160730_640.xml,
494964,0,X-F3F6FD4E-20150219_163725_131,TIL,R,33066562,1-1-2014,31-12-2014,X-F3F6FD4E-20150219_163725_131.xml,
494965,0,X-EF920FE7-20150218_143357_727,TIL,R,33066155,1-10-2013,30-9-2014,X-EF920FE7-20150218_143357_727.xml,
494966,0,X-85850846-20150220_093919_707,TIL,R,33059744,1-10-2013,30-9-2014,X-85850846-20150220_093919_707.xml,
494967,0,X-70D046C5-20150219_122628_094,TIL,R,33057806,1-1-2014,31-12-2014,X-70D046C5-20150219_122628_094.xml,
494968,0,X-DEEC2589-20150219_151101_043,TIL,R,33053932,1-1-2014,31-12-2014,X-DEEC2589-20150219_151101_043.xml,
494969,0,X-BA9F7155-20150220_111822_374,TIL,R,33052324,1-1-2014,31-12-2014,X-BA9F7155-20150220_111822_374.xml,
494970,0,X-DEEC2589-20150219_151200_676,TIL,R,33051573,1-1-2014,31-12-2014,X-DEEC2589-20150219_151200_676.xml,
494971,0,X-8F7016E2-20150220_112857_653,TIL,R,33038054,1-10-2013,30-9-2014,X-8F7016E2-20150220_112857_653.xml,
494972,0,X-7C99598E-20150219_164441_985,TIL,R,33037317,1-1-2014,31-12-2014,X-7C99598E-20150219_164441_985.xml,
494973,0,X-CEAB4D69-20150220_204418_539,TIL,R,33034563,1-10-2013,30-9-2014,X-CEAB4D69-20150220_204418_539.xml,
494974,0,X-F9BFA497-20150219_104251_916,TIL,R,32947433,1-9-2013,31-8-2014,X-F9BFA497-20150219_104251_916.xml,
494975,0,X-F9BFA497-20150219_103402_307,TIL,R,32947182,1-9-2013,31-8-2014,X-F9BFA497-20150219_103402_307.xml,
494976,0,X-21948336-20150219_163152_045,TIL,R,32942989,1-10-2013,30-9-2014,X-21948336-20150219_163152_045.xml,
494977,0,X-F7691F47-20150219_164152_327,TIL,R,32940145,1-1-2014,31-12-2014,X-F7691F47-20150219_164152_327.xml,
494978,0,X-F5FEEC56-20150218_162622_032,TIL,R,32937284,1-10-2013,30-9-2014,X-F5FEEC56-20150218_162622_032.xml,
494979,0,X-7BE6B3A0-20150219_075621_615,TIL,R,32933564,1-10-2013,30-9-2014,X-7BE6B3A0-20150219_075621_615.xml,
494980,0,X-7BE6B3A0-20150219_145115_782,TIL,R,32933556,1-10-2013,30-9-2014,X-7BE6B3A0-20150219_145115_782.xml,
494981,0,X-7BE6B3A0-20150219_145221_143,TIL,R,32933483,1-10-2013,30-9-2014,X-7BE6B3A0-20150219_145221_143.xml,
494982,0,X-97BCF56C-20150218_135459_963,TIL,R,32933319,1-10-2013,30-9-2014,X-97BCF56C-20150218_135459_963.xml,
494983,0,X-4EE1E208-20150219_111302_955,TIL,R,32933033,1-1-2014,31-12-2014,X-4EE1E208-20150219_111302_955.xml,
494984,0,X-805A0110-20150220_102708_994,TIL,R,32895549,1-10-2013,30-9-2014,X-805A0110-20150220_102708_994.xml,
494985,0,X-805A0110-20150220_102752_522,TIL,R,32894534,1-10-2013,30-9-2014,X-805A0110-20150220_102752_522.xml,
494986,0,X-28C4A556-20150219_161424_714,TIL,R,32890423,1-10-2013,30-9-2014,X-28C4A556-20150219_161424_714.xml,
494987,0,X-F7691F47-20150218_111146_205,TIL,R,32883397,1-1-2014,30-9-2014,X-F7691F47-20150218_111146_205.xml,
494988,0,X-481F4057-20150218_190931_779,TIL,R,32880231,1-1-2014,31-12-2014,X-481F4057-20150218_190931_779.xml,
494989,0,X-A77FAAA9-20150220_134609_657,TIL,R,32879349,1-1-2014,31-12-2014,X-A77FAAA9-20150220_134609_657.xml,
494990,0,X-7070953D-20150219_133421_450,TIL,R,32879330,1-1-2014,31-12-2014,X-7070953D-20150219_133421_450.xml,
494991,0,X-7070953D-20150219_123233_414,TIL,R,32879306,1-1-2014,31-12-2014,X-7070953D-20150219_123233_414.xml,
494992,0,X-F6C818C3-20150220_133949_960,TIL,R,32842550,1-1-2014,31-12-2014,X-F6C818C3-20150220_133949_960.xml,
494993,0,X-F6C818C3-20150220_133929_925,TIL,R,32842534,1-1-2014,31-12-2014,X-F6C818C3-20150220_133929_925.xml,
494994,0,X-AECEA16C-20150218_134754_475,TIL,R,32841821,1-1-2014,31-12-2014,X-AECEA16C-20150218_134754_475.xml,
494995,0,X-F85981E7-20150220_123644_258,TIL,R,32831834,1-1-2014,31-12-2014,X-F85981E7-20150220_123644_258.xml,
494996,0,X-47132FCB-20150218_170945_284,TIL,R,32827373,1-1-2014,31-12-2014,X-47132FCB-20150218_170945_284.xml,
494997,0,X-2F1DDEBF-20150219_111915_206,TIL,R,32826997,1-1-2014,31-12-2014,X-2F1DDEBF-20150219_111915_206.xml,
494998,0,X-17980564-20150218_112123_394,TIL,R,32789781,1-1-2014,31-12-2014,X-17980564-20150218_112123_394.xml,
494999,0,X-46C4890F-20150219_123249_358,TIL,R,32785190,1-1-2014,31-12-2014,X-46C4890F-20150219_123249_358.xml,
495000,0,X-E75C2B63-20150219_090006_660,TIL,R,32784178,1-10-2013,30-9-2014,X-E75C2B63-20150219_090006_660.xml,
